tweet_id	ses	timestamp	tweet_text	user_id	user_name	user_screen_name	tweet_loc_	user_loc_	off	resp	stereo
1586734601271222274	yes	Sun Oct 30 14:59:43 +0000 2022	@Calijo805Jo @CountrygirlMom2 @The_FJC You think that you are righteous… &amp; that’s hilarious. I want this nation to thrive. You’re ideas are too small to have any real impact. You have no policy ideas that will pull Middle Class &amp; poor Americans off of the financial CLIFF they are constantly tweeting on.	801405011993522176	Matt Novia	NoviaMatt		United States	yes	none	['poor  ', 'financial cliff  ', 'no policy ideas  ']
1610670177707859970	yes	Wed Jan 04 16:11:09 +0000 2023	@PADCEDnews Stop ignoring the disabled and homeless people in the tents downtown. We are disabled not addicts. https://t.co/51sSRhZ0nI	336110258	Disability Rights USA	disabilityrtusa		United States	no	none	[]
1564681326342463488	yes	Tue Aug 30 18:27:53 +0000 2022	@SirWillae @RonJohnsonWI @TheOtherMandela Creating permanent cuts for large corporations/wealthy that cause them to pay a lower effective tax rate than the bottom 50% of earners while phasing out cuts for the working class starting in 2021 &amp; raising taxes on many middle class Americans was a bad plan.	41203121	Mind Rambling	RamblingMyMind		United States	no	structural	[]
1633239368453201920	yes	Tue Mar 07 22:53:04 +0000 2023	@SarahHuckabee A historic win for corporate education. Education for the wealthy. Factories for the 9+ years old poor	1311129073360556034	Not a Christian Nation 🌌🦅🐕	JustMe87562108		United States	yes	structural	['education for the wealthy  ', 'factories for the poor  ']
1623116918877028355	yes	Wed Feb 08 00:30:04 +0000 2023	@jsolomonReports It should only be paid to get people a start. Single with children should be required to first ask for daycare and seek work when children enter high school or lose welfare. We need more productive citizens to have a strong, healthy country.	1135247597717864450	Nancy Pulliam	NancyPulliam10		United States	yes	individual	['dependent on welfare  ', 'unproductive  ', 'not seeking work  ']
1564772913785569282	yes	Wed Aug 31 00:31:49 +0000 2022	@DrOz hey man, get with it. Jump on fettermans statements. He says id’s are racist to poor people….his administration along with every other administration is guilty of racism because they charge for id’s. Connect the dots people!!!	945469375812956160	Life and Liberty #1776	Degu0818		United States	yes	structural	['poor people  ', 'racism  ', 'dependent on welfare  ']
1618331888179105795	yes	Wed Jan 25 19:36:03 +0000 2023	@cValentino5280 @ninaturner 130 million Americans—54% of adults between the ages of 16 and 74 years old—lack proficiency in literacy, essentially reading below the equivalent of a sixth-grade level. Often, counties with the lowest literacy rates are the same areas that experience poor health, poverty, and	1268598013	Lloyd	DrummondLloyd		United States	no	structural	['low literacy  ', 'poor health  ', 'poverty  ']
1631589900549074951	yes	Fri Mar 03 09:38:40 +0000 2023	@ehloanna I am going through crap at my job. Full time, but because I was out on workers comp for 2 years they say I do not qualify for benefits. Mind you I have been back for 7 months. New full time employees get benefits after 3 months. They then wonder why people hate working there.	64530237	Frank loves D&D 🎲 🎮 ♟🇺🇦	DarthJerod		United States	no	structural	[]
1563518677919895554	yes	Sat Aug 27 13:27:56 +0000 2022	@nicktitanmill @TonyGMendoza @CNN You pay for tax cuts for the rich, PPP loans to politicians, and welfare to farmers without a peep, but this is the bridge too far?	632433061	TweetStreet	Trippypea47		United States	no	none	[]
1589957861626753026	yes	Tue Nov 08 12:27:48 +0000 2022	Americans spend more time talking about transgenders and LGBT issues then discussing homeless veterans or how to improve the VA system. Gay pride celebrations is an entire month, &amp; living veterans get 1 day of recognition. What horrible priorities for a society.	1152335798357807105	𝕵𝖆𝖒𝖊𝖘🇺🇸🦅	Paleocon_USA		United States	no	structural	[]
1582127994487058433	yes	Mon Oct 17 21:54:43 +0000 2022	@NRostram @Logically_JC Hilarious, the warmongering Democrats have us on the verge of nuclear war, just what you said Trump might do. Democrats have destroyed the economy and enabled homelessness, poverty, crime, open border and the US is more dangerous now than it's ever been.	90657526	47	BorderCzar		United States	yes	individual	['homelessness  ', 'poverty  ', 'crime  ']
1565310613450113028	yes	Thu Sep 01 12:08:26 +0000 2022	They used to hold comments like this until after elections. They don’t seem to care anymore and overtly act to harm Americans in every way possible. Why aren’t they fighting to reverse the $2 trillion tax welfare they gave to billionaires?	875102174824542208	⚔CMDR P (CP) Operation Save Democracy⚔	CMDR_Paylor		United States	no	structural	[]
1566870022726746112	yes	Mon Sep 05 19:24:59 +0000 2022	@Willbrr1974 @pulte Can you help Well. In 10 Days , I’ll Be Homeless.	77384463	💙*~Didi Matregrano*~💙	DidiM337		United States	no	individual	[]
1576197932122279937	yes	Sat Oct 01 13:10:46 +0000 2022	hwasa said no queer baiting today, let’s give these poor souls a break. appreciate the kindness my love 🫶 https://t.co/sZlnvh5BQi	1426520372636176385	suma 🤌✨	whoreforhwasa		United States	no	none	[]
1607459310002487297	yes	Mon Dec 26 19:32:19 +0000 2022	Kamiila could have bought them in from the cold. If she was so concerned about their welfare. Actually all of the ones in power could have helped by keeping them in remain in Mexico, as it is warmer in Mexico	3557878282	Greg Rand	GregRand3		United States	no	individual	[]
1570621921825542149	yes	Fri Sep 16 03:53:41 +0000 2022	@be20684347 Some say that real wages for lowest wage jobs are beating out inflation by 100-200bps iirc consumption price inflation is always going to hurt those who dont have the excess income...yes inflation and rates up hurts asset values but the resultant QOL change is nil for the rich	1331013464605810692	housefire÷m2	chipflare		United States	no	structural	[]
1595515684741877760	yes	Wed Nov 23 20:32:37 +0000 2022	If I won this which is a slight chance I would pay my bills and use the rest to give to others in need So many need help and times have gotten really bad So many homeless and without proper medical care I can’t even imagine the hunger on thanksgiving so many will go through 😔	1402412979123986432	Moody Beth my only account	moodybeth12		United States	no	none	[]
1616301130950266882	yes	Fri Jan 20 05:06:33 +0000 2023	@Alicoh1 The first time you taste seasoned food will have that effect on you. Poor guys.	357657968	John	jslaudanum		United States	yes	individual	['poor  ', 'lack of experience with seasoned food  ']
1633305874994192386	yes	Wed Mar 08 03:17:20 +0000 2023	Greatness for Republicans means, suppress the middle and lower class and makes corporations and politicians rich.	3942704052	Joseph	joeherrera1960		United States	yes	structural	['suppress  ', 'lower class  ', 'corporations rich  ']
1584755408643624962	yes	Tue Oct 25 03:55:07 +0000 2022	@duty2warn what’s annoying/sad is that would a poor debate performance really change any voter’s minds anymore?	14165713	John	quicksilver0225		United States	no	none	['poor performance  ', 'uneducated  ']
1603153347753680899	yes	Wed Dec 14 22:21:57 +0000 2022	When this Congress takes over, Rs need to pass bills with titles like “feed the poor act” or “equity in education act” and have a little segment in those bills do such things while largely doing things they promised. Then just keep saying “why don’t Dems want to feed the poor!?”	885883417342205956	Tandy	dantypo		United States	no	none	['feed the poor  ', 'equity in education  ']
1619036869760806912	yes	Fri Jan 27 18:17:24 +0000 2023	@VoCommunism Funny considering your propaganda museum is opposite from a homeless encampment in downtown DC.	1340336973588942849	American Student Union of Virginia	AStudentUnionVA		United States	yes	none	[]
1563555053331288064	yes	Sat Aug 27 15:52:28 +0000 2022	@DaveYostOH @YouTube If you’re so worried about redistribution of wealth, forego the home interest tax deduction. It’s always favored the affluent, and increasingly benefits only the wealthy. Since it’s inception, a century ago, how many trillions have been diverted from those who need it most?	838426819	Tiant’s Cohiba	rth2112		United States	no	structural	[]
1618073963346952192	yes	Wed Jan 25 02:31:09 +0000 2023	@BPT330 I use to make 120k to 150k a year for 15 years. I lived poor, broke, vacation like a king 2 times a year. Lived in a rent house from 06 to 12. 350 a month. I lived off of 1500 a month. Included fuel and food. People are just dumb	1354465663503503362	Bye Hedge Funds 💵	ByeFunds		United States	yes	individual	['dumb  ', 'poor  ', 'broke  ']
1628429629710016513	yes	Wed Feb 22 16:20:53 +0000 2023	@DoItForMaMa Cuz we both Poor!! Lol	818676444	Tired Peasant	HorrorGorl		United States	yes	individual	['poor  ', 'dependent  ']
1626040699572584451	yes	Thu Feb 16 02:08:07 +0000 2023	@uttamjp Unemployed benefits ? You quit your job with your choice and still get unemployment benefits ?	1189956782	R_Pangeni	k6pangeni		United States	yes	individual	['dependent on welfare  ', 'irresponsible  ']
1611202369114763264	yes	Fri Jan 06 03:25:54 +0000 2023	@Gottabfishin @JoeBiden @VP I would love to hear your plan? I’m sure you are for cutting “entitlements”. So that rules out giving money to the homeless. Are you for locking them all in jail? That would still mean we pay for them. Are you for sending our US troops &amp; money to the Ukraine, to stop communism?	591028084	Jaime velez	Dabears_guy69		United States	no	none	['homeless  ', 'locking them in jail  ']
1631828866237882370	yes	Sat Mar 04 01:28:14 +0000 2023	American Zealot Capitalism is to blame for the constant struggling and suffering of the working class in America.	1105631500853219329	GENERAL STRIKE!	WorkerUnityNow		United States	no	structural	[]
1603545039212318722	yes	Fri Dec 16 00:18:24 +0000 2022	@KingCFox @monitor_bias @MN_Populist What about people like AOC and Fetterman tho? They had extremely privileged upbringings so wouldn't they not be able to relate to the working class at all either? Why does the distinction between billionaire and just extremely wealthy matter?	1547757975439171587	Pufferfish Populist	PfPopulist		United States	no	individual	[]
1565510162047279105	yes	Fri Sep 02 01:21:23 +0000 2022	@geddahon @obstatsinc @_thebalanceddoc @janevandis Henry Ford is predicated in a city that is 87% African American poor and underinsured that has nowhere else to go, and that “diverse” population of medical students and residents is not reflective of the community. The COVID-19 mortality rates of Wayne County reveals that lie.	144396811	Michelle Drew DNP, MPH, CNM, Max Vaxxed💖	iamn0tthe1		United States	no	structural	['poor  ', 'underinsured  ', 'not reflective of the community  ']
1572992061128728584	yes	Thu Sep 22 16:51:46 +0000 2022	@keetmuise Each box of masks tells you they don’t work against airborne virus. Unless you are sending the poor kid out with an N95 every day that mask is only hurting her for a variety of reasons. Btw everyone’s going to get Covid. She’s hardly at risk for a bad outcome. Stop torturing her	938915926531104768	Henry Reardon	HReardon88		United States	no	individual	[]
1594003417902776321	yes	Sat Nov 19 16:23:24 +0000 2022	@3YearLetterman @elonmusk Greek is a poor man’s version of the oldest and greatest language in history (American)	1312748362572144648	MF Jones.gfy	MFJones1618		United States	yes	none	['poor  ', 'lesser value  ']
1569733965040287756	yes	Tue Sep 13 17:05:16 +0000 2022	Just poor oppressed 'acylum seekers'...in camo...using a rope system...with backpacks and gun carrying cases full of...'ya know...acylum seeking stuff. Probably heading to the nearest ICE station to turn themselves in and start the application process.	770259725724295168	GK Chesterton Tweets	GilbertCTweets		United States	yes	individual	['oppressed  ', 'armed  ', 'deceitful  ', 'dependent on welfare  ']
1625726985900097537	yes	Wed Feb 15 05:21:32 +0000 2023	IK is not a good leader. However, people following him have no good alternative. They want freedom from the corrupt dynasties. All the parties including PTI and JI represent the Ashrafiah which is corrupt to the core. The poor and the dispossessed must rise up.	930131576096280576	Waheeduddin Ahmed	jaddesafiya		United States	no	structural	['poor  ', 'dispossessed  ', 'corrupt']
1599237087449866241	yes	Sun Dec 04 03:00:08 +0000 2022	@Thatonepixie omg i hated that… like give the poor kid an ipad or something so he can at least watch cocomelon while he powers the train	1676035676	kate’s bush	sierrapiss		United States	yes	individual	['poor  ', 'dependent on technology  ']
1617991606984146945	yes	Tue Jan 24 21:03:54 +0000 2023	@ReformingGovt Did you know no other form of tax hurts the poor more than a sales tax increase? #wipolitics #wwjd Fake #Christians @ReformingGovt all like https://t.co/ya1cCZUuBZ	1469038629477662723	Saul linsky	yourworstnemywi		United States	no	structural	[]
1563164743828791298	yes	Fri Aug 26 14:01:31 +0000 2022	@realtalk360blog @DawgsOnTop44 @prewprew1213 @TrynaBeChilll @ClayTravis 1. It will increase inflation. 2. It’s incredibly expensive. 3. There are people suffering in this economy far more deserving of relief. 4. The working class should not be taxed to pay for degrees in Struggle Studies	1476568646273191936	Walmart UNC Fan Finder	UncFinder		United States	yes	individual	['deserving of relief  ', 'working class should not pay  ', 'degrees in Struggle Studies']
1627381733233422336	yes	Sun Feb 19 18:56:55 +0000 2023	@TuffyTalkNow NOT HAVING THIS POOR SHOOTING SHIT https://t.co/4rkS4GKeCn	918090277897818112	B-rad 💪🏻🇺🇸	badry90		United States	yes	none	['poor  ', 'violent  ']
1565922231028330496	yes	Sat Sep 03 04:38:47 +0000 2022	@mcgarrityfamily Damn, you poor bastard. https://t.co/gj9wX5wAGF	3402712174	Allen Wheeler	AllenWVolsfan		United States	yes	none	['poor  ', 'victim']
1626959429017952262	yes	Sat Feb 18 14:58:49 +0000 2023	@Rosepuppies Y'all fucking wild... I see a artist who's commission price is above $100 and quietly decide that's not the artist for me no matter how good the quality is, I'm poor as shit... Glad to know y'all got money like that tho lol	880804343318020097	CloverDaBun🏳️‍🌈🏳️‍⚧️	CloverDaBunni		United States	no	individual	['poor  ', "can't afford  ", 'lack of money  ']
1588394385854844929	yes	Fri Nov 04 04:55:07 +0000 2022	I hope three black cops from Milwaukee somehow got to follow my now-deleted tweets. You thought you tried to help kill/lock up in a mental facility a poor, old, woman - stalked to half-dead already. My ex or any other potential contact shouldn't make a difference.	1433242813794340864	Aurorasa Zeitgeist	AurorasaSi		United States	yes	individual	['poor  ', 'old  ', 'mentally unstable  ']
1614013788377829381	yes	Fri Jan 13 21:37:28 +0000 2023	@lindyli oh come now we all know that democrats don't care about poor Americans you care more for the illegal's	3332149793	phoenix Gaming	hitman4785		United States	yes	individual	["don't care about poor Americans  ", 'prioritize illegal immigrants  ']
1615746077491351552	yes	Wed Jan 18 16:20:58 +0000 2023	@CMWhitburnD3 So. When are you going to start talking about all the homeless affected by the storms? We need real change! Expedite #SSI for #homeless Build micro apts. Provide chapter 11 bankruptcy waivers. Expedite Medi-Cal services (equipment, specialists &amp; mental health).	1593272491845091329	Game Reset	ResetGame8		United States	no	structural	[]
1601350116455374848	yes	Fri Dec 09 22:56:34 +0000 2022	@lili_moges @fisshaya Thank dear they prepare agenda and money for poor( deha eleim yale deha) mot ayasazinachum! No matter what all death happens in the village to poor people.	815934878671720450	Nigat	keminchu45		United States	yes	structural	['poor  ', 'death happens to poor people  ']
1594450176315338753	yes	Sun Nov 20 21:58:40 +0000 2022	@JoshDan62886168 @Patriotflower @ChrisPatterDu @BritIndi97 @elonmusk A few thousand left. Millions &amp; millions remain. Still the most in demand places to live and always will be. Blue states are wealthy. Red states are poor. Been like that forever and always will be. You make way more money in California &amp; you move to TX, you take a huge salary hit	2954126532	Damian H.	damianh		United States	no	structural	['wealthy  ', 'poor  ']
1617716700715323393	yes	Tue Jan 24 02:51:31 +0000 2023	@CarlFielding13 @HeroDividend Massive tax? Normal people pay 20-25% of income in tax and billionares pay 1-5% 🤣	1185709261378199552	Chris	OneHPtilt		United States	no	structural	[]
1619663209673420803	yes	Sun Jan 29 11:46:15 +0000 2023	@csedwards @ThePopMitchell @WhitlockJason Omg, we’ve acknowledged this since early 2010s already. We have to stop making excuses for poor behavior.	3172642810	I am done with NAFO	DavidEagle68		United States	no	individual	['poor behavior  ', 'excuses  ']
1634475673535520769	yes	Sat Mar 11 08:45:42 +0000 2023	The next phase of their plan is your extermination, the Intentional Total Collapse of the Dollar... Mass Death, Poverty, and Homelessness. Global Financial Collapse.	1609818073955196928	The American Political Party	TheAmericanPol5		United States	no	none	[]
1618272102142083072	yes	Wed Jan 25 15:38:29 +0000 2023	@SwearengenMaude @GOP That’s currently inaccurate. Here, let me fix that. If you’re rich and you want an economy that works for you, vote duopoly. If you’re a member of the middle class or poor (majority of Americans), join a mutual aid network, general strike, &amp; vote 3rd party. We have our own backs.	238007755	NPA NWA🙅🏾‍♀️	RoLo_Diva		United States	no	structural	[]
1615506962300411909	yes	Wed Jan 18 00:30:49 +0000 2023	@iamnotarobotyet @joshcowenMSU @DianeRavitch @Edu_Historian @NancyMacLean5 @valeriestrauss With the GI Bill, welfare, food stamps, and many other government programs people get to use the money how they want. We don't even need public schools. The entire system should be privatized and families should just get "school stamps."	1410453791002988551	Mr. Wolf	MrWolff76		United States	no	individual	['dependent on welfare  ', 'misuse of government assistance  ', 'anti-public education']
1625788266275373056	yes	Wed Feb 15 09:25:03 +0000 2023	I'm grateful, I got my own space to chill in, not shared with no homeless child molesters. I'm alive, haha Don't worry I won't be tweeting anything about my money when I start working, I won't be sucking no dicks to get by.	1212572817872416768	Phory	SophalyM		United States	yes	individual	['homeless  ', 'child molesters  ', 'sucking dicks to get by  ']
1605973147852738567	yes	Thu Dec 22 17:06:50 +0000 2022	@GRDecter @elonmusk @kimbal Drop interest to 0. Interest should not exist in civilization. It’s a burden on growth, it’s a burden on the poor, it’s a burden on innovation.	1011363664077774849	Mr. T	taltal212		United States	no	structural	[]
1577161563584110592	yes	Tue Oct 04 04:59:53 +0000 2022	We poor and proud of it awe poor out number this government Cover a bunch of poor ass cowboys to mount up ride and we show them I'm a Democrat I have stood against the Democratic party for the last four years I never had a refrigerator so what do I put in it? https://t.co/qE0yXRlCcW	702090499616714753	The reverand.	ecogoth70	United States	United States	yes	individual	['poor  ', 'uneducated  ', 'dependent on government']
1565757478981099520	yes	Fri Sep 02 17:44:08 +0000 2022	@robhon_ @LeagueLeading @ianbremmer By opening the border and allowing our cities to be taken over by criminals and homeless people?	120610334	Gilda Mundson	GildaMundson		United States	yes	individual	['criminals  ', 'homeless']
1581718051787264004	yes	Sun Oct 16 18:45:45 +0000 2022	@Acyn Um, no, the audience laughed at him because he's laughable. A poor man's imitation of a Trump. Or alternatively, a Trump wannabe and hangeron. In any case, not a figure to be taken seriously.	873579968466386946	E Schlesinger	edsinnh		United States	yes	individual	['poor  ', 'imitation  ', 'not serious  ']
1627316257992151040	yes	Sun Feb 19 14:36:44 +0000 2023	@GeorgePapa19 BREAKING: @JoeBiden Announced The US #TaxPayers Will Now Be PAYING The #Pensions &amp; #Welfare For The People Of #Ukraine. This, While MILLIONS Of Americans Can't Pay Food, Housing, Or Medical Due To Biden's Policies. Also, While Thousands Of Americans Are HOMELESS &amp; On The Street!	1569447483461275651	JJ	JJ38298583		United States	no	structural	['dependent on welfare  ', 'homeless  ', 'unable to pay for basic needs  ']
1628630218402328577	yes	Thu Feb 23 05:37:57 +0000 2023	@cryptopat95 @ddev_ @WomenPostingLs So is guns in the home, so what the hell is your purpose about mentioning insurance unless your goal is to just backdoor ban guns by making it prohibitively expensive to own for poor people by requiring insurance.	906336025504514048	Nick Papageorgio	mrpapageorg1o		United States	yes	none	['prohibitively expensive  ', 'poor people  ']
1584264579760410624	yes	Sun Oct 23 19:24:44 +0000 2022	@420_fallout @ORumbling @easternair355 God gave me the money for me to be responsible with. There numerous opportunities for the homeless to get help. And I’m a part of those projects where people work full time to help the homeless. That helps ensure we are not funding further abuse.	1429131342	Jeffrey Watkins 🇺🇸🇮🇱	WatkinsJeffrey1	United States	United States	no	individual	['homeless  ', 'abuse  ', 'not responsible  ']
1611527821293424640	yes	Sat Jan 07 00:59:07 +0000 2023	@9oldendragon @lirenze @scottsantens UBI should cover cost of living only in the very cheapest areas of the country. NOT downtown NYC. We call it Universal BASIC Income. Not Universal MIDDLE CLASS Income. These are two very different concepts.	1586114747245568001	Michael Christensen	Michael11172200		United States	no	structural	['basic income for the poor  ', 'not for middle class  ']
1602794348478926848	yes	Tue Dec 13 22:35:25 +0000 2022	Only $24 million @JessicaTarlov ? This is how the rich democrat &amp; republicans see the middle class, same way the middle class see the poor. The only problem with the rich and their politicians who are indebted to them is that the middle class is about to be gone. #facts #thefive	1225898684765831168	P K 🏅	NEVERBOW		United States	no	structural	['see the poor as inferior  ', 'middle class is disappearing  ', 'indebted to the rich  ']
1623486406113865728	yes	Thu Feb 09 00:58:16 +0000 2023	@EndGameWW3 Pray for these poor people	1485955059443814400	Todd	myOSINTaccount		United States	no	none	['poor  ', 'helpless  ']
1618696583679479809	yes	Thu Jan 26 19:45:14 +0000 2023	@JazziiJaeTea @trippledogdare1 @netflix Of course it did and we loved em. It’s the poor writing influenced by woke ideology that gets me. It’s not a conspiracy to see that Hollywood isn’t getting it right anymore.	1527378948761341964	Glenn Dolphman	DolphmanG		United States	yes	individual	['poor writing  ', 'influenced by woke ideology  ']
1622372739196637185	yes	Sun Feb 05 23:12:57 +0000 2023	@PhonzyForever Davies has been poor….	4904628187	Brody	Brody2_		United States	yes	individual	['poor  ', 'uneducated  ']
1580280392590200832	yes	Wed Oct 12 19:33:00 +0000 2022	Florida man arrested after homeless family of 5 shot at while sleeping in car, pregnant mom struck in head https://t.co/XdD62EGr1X	1149024099995475968	SAY CHEESE! 👄🧀	SaycheeseDGTL		United States	no	none	['homeless  ', 'criminal  ']
1626805546924769281	yes	Sat Feb 18 04:47:21 +0000 2023	@mod_todd @cliftonaduncan All the wrong people died though. If Covid was everything the media wanted it to be, entire homeless populations would have been wiped out. Notice that the only people who ‘died from Covid’ passed inside a hospital?	733421440473661440	Walt Disney’s Current Pronouns	5letters1man		United States	yes	individual	['homeless  ', 'wrong people  ', 'only in hospitals  ']
